runs,struct_order_abc.txt,0592e0a70d07a3c4d295d4179a5ccca5100b07a6a5900c823c79263c4732fba9,1
typed,struct_order_abc.txt,1
text,struct_order_abc.txt,1
runs,struct_order_cba.txt,8bfde162bff34f7203e36e46ec967a5dd09db11f10c5dcfdc4842c583a96a58a,1
typed,struct_order_cba.txt,1
text,struct_order_cba.txt,1
runs,struct_order_words1.txt,92f1a47fb9545b50f591739965597d0475dd41df1b753a0f368837617b3f6964,1
typed,struct_order_words1.txt,1
text,struct_order_words1.txt,1
runs,struct_order_words2.txt,dd432e72fb3c3fabcb0984a18b448b13b50e5dc7b691e3e3b3c26d40ccd9e136,1
typed,struct_order_words2.txt,1
text,struct_order_words2.txt,1
runs,struct_pad_ab.txt,47740998562307ee288347fa17a2216b4758f0a7bc59f896d72bdca29822c45a,1
typed,struct_pad_ab.txt,1
text,struct_pad_ab.txt,1
runs,struct_pad_ab0.txt,bfa18bb37eb3caafc9265f7d39d38a6a59ffd2e46f81955dd288c2f442bdf4f1,1
runs,struct_repeat_a.txt,3494449e6eca6681a83914a773f78df514e679945d92fe21260ea7bbdf3dd687,1
typed,struct_repeat_a.txt,1
text,struct_repeat_a.txt,1
runs,struct_repeat_ab.txt,f26c8a25f26c5cabcf20dff561aee201183b1bc308c9e2eaf409e545d5181bf5,1
typed,struct_repeat_ab.txt,1
text,struct_repeat_ab.txt,1
runs,struct_space_lead.txt,adbb15f653be3021962ebff2ecc5144a93795dba1a3e8f216f6ab05488303af0,1
typed,struct_space_lead.txt,1
text,struct_space_lead.txt,1
runs,struct_space_none.txt,b7e64dce66e8c28f9807ab4ca9ad27fe44ad2c9d1467c1c7e30202663fb14ecb,1
typed,struct_space_none.txt,1
text,struct_space_none.txt,1
runs,struct_space_none_copy.txt,b7e64dce66e8c28f9807ab4ca9ad27fe44ad2c9d1467c1c7e30202663fb14ecb,1
typed,struct_space_none_copy.txt,1
text,struct_space_none_copy.txt,1
runs,struct_space_trail.txt,14efdde82bf23c5fce88866cfe04fd38f68cd801c40326a2bb34a9d1e30a183e,1
typed,struct_space_trail.txt,1
text,struct_space_trail.txt,1
runs,utf8_lt.txt,f0435b0b19975fdae2bc8fca7429defe7b0e35e37ee995f1c1dce0bfe887534b,1
typed,utf8_lt.txt,1
text,utf8_lt.txt,1
runs,utf8_mixed.txt,f3322c1e9e6482a6135508ef2de89a30381842877413737c9a45a261e0bb811b,1
typed,utf8_mixed.txt,1
text,utf8_mixed.txt,1
